id,rule_id,des1,item,scale,cost1,cost2,cost3,cost4
827,705,,3:323:1:0,120,15:0:160:0,-1,-1,-1
828,705,,3:423:1:0,120,15:0:160:0,-1,-1,-1
829,705,,3:523:1:0,120,15:0:160:0,-1,-1,-1
830,705,,3:133:1:0,120,15:0:160:0,-1,-1,-1
831,705,,3:233:1:0,120,15:0:160:0,-1,-1,-1
832,705,,3:333:1:0,120,15:0:160:0,-1,-1,-1
833,705,,3:433:1:0,120,15:0:160:0,-1,-1,-1
834,705,,3:533:1:0,120,15:0:160:0,-1,-1,-1
835,705,,3:114:1:0,90,15:0:1200:0,-1,-1,-1
836,705,,3:214:1:0,90,15:0:1200:0,-1,-1,-1
837,705,,3:314:1:0,90,15:0:1200:0,-1,-1,-1
838,705,,3:414:1:0,90,15:0:1200:0,-1,-1,-1
839,705,,3:514:1:0,90,15:0:1200:0,-1,-1,-1
840,705,,3:124:1:0,90,15:0:1200:0,-1,-1,-1
841,705,,3:224:1:0,90,15:0:1200:0,-1,-1,-1
842,705,,3:324:1:0,90,15:0:1200:0,-1,-1,-1
843,705,,3:424:1:0,90,15:0:1200:0,-1,-1,-1
844,705,,3:524:1:0,90,15:0:1200:0,-1,-1,-1
845,705,,3:134:1:0,90,15:0:1200:0,-1,-1,-1
846,705,,3:234:1:0,90,15:0:1200:0,-1,-1,-1
847,705,,3:334:1:0,90,15:0:1200:0,-1,-1,-1
848,705,,3:434:1:0,90,15:0:1200:0,-1,-1,-1
849,705,,3:534:1:0,90,15:0:1200:0,-1,-1,-1
850,705,,3:115:1:0,60,15:0:8000:0,-1,-1,-1
851,705,,3:215:1:0,60,15:0:8000:0,-1,-1,-1
852,705,,3:315:1:0,60,15:0:8000:0,-1,-1,-1
853,705,,3:415:1:0,60,15:0:8000:0,-1,-1,-1
854,705,,3:515:1:0,60,15:0:8000:0,-1,-1,-1
855,705,,3:125:1:0,60,15:0:8000:0,-1,-1,-1
856,705,,3:225:1:0,60,15:0:8000:0,-1,-1,-1
857,705,,3:325:1:0,60,15:0:8000:0,-1,-1,-1
858,705,,3:425:1:0,60,15:0:8000:0,-1,-1,-1
859,705,,3:525:1:0,60,15:0:8000:0,-1,-1,-1
860,705,,3:135:1:0,60,15:0:8000:0,-1,-1,-1
861,705,,3:235:1:0,60,15:0:8000:0,-1,-1,-1
862,705,,3:335:1:0,60,15:0:8000:0,-1,-1,-1
863,705,,3:435:1:0,60,15:0:8000:0,-1,-1,-1
864,705,,3:535:1:0,60,15:0:8000:0,-1,-1,-1
865,706,器魂商店装备包6,3:112:1:0,270,15:0:20:0,-1,-1,-1
866,706,,3:212:1:0,270,15:0:20:0,-1,-1,-1
867,706,,3:312:1:0,270,15:0:20:0,-1,-1,-1
868,706,,3:412:1:0,270,15:0:20:0,-1,-1,-1
869,706,,3:512:1:0,270,15:0:20:0,-1,-1,-1
870,706,,3:122:1:0,270,15:0:20:0,-1,-1,-1
871,706,,3:222:1:0,270,15:0:20:0,-1,-1,-1
872,706,,3:322:1:0,270,15:0:20:0,-1,-1,-1
873,706,,3:422:1:0,270,15:0:20:0,-1,-1,-1
874,706,,3:522:1:0,270,15:0:20:0,-1,-1,-1
875,706,,3:132:1:0,270,15:0:20:0,-1,-1,-1
876,706,,3:232:1:0,270,15:0:20:0,-1,-1,-1
877,706,,3:332:1:0,270,15:0:20:0,-1,-1,-1
878,706,,3:432:1:0,270,15:0:20:0,-1,-1,-1
879,706,,3:532:1:0,270,15:0:20:0,-1,-1,-1
880,706,,3:113:1:0,120,15:0:160:0,-1,-1,-1
881,706,,3:213:1:0,120,15:0:160:0,-1,-1,-1
882,706,,3:313:1:0,120,15:0:160:0,-1,-1,-1
883,706,,3:413:1:0,120,15:0:160:0,-1,-1,-1
884,706,,3:513:1:0,120,15:0:160:0,-1,-1,-1
885,706,,3:123:1:0,120,15:0:160:0,-1,-1,-1
886,706,,3:223:1:0,120,15:0:160:0,-1,-1,-1
887,706,,3:323:1:0,120,15:0:160:0,-1,-1,-1
888,706,,3:423:1:0,120,15:0:160:0,-1,-1,-1
889,706,,3:523:1:0,120,15:0:160:0,-1,-1,-1
890,706,,3:133:1:0,120,15:0:160:0,-1,-1,-1
891,706,,3:233:1:0,120,15:0:160:0,-1,-1,-1
892,706,,3:333:1:0,120,15:0:160:0,-1,-1,-1
893,706,,3:433:1:0,120,15:0:160:0,-1,-1,-1
894,706,,3:533:1:0,120,15:0:160:0,-1,-1,-1
895,706,,3:114:1:0,90,15:0:1200:0,-1,-1,-1
896,706,,3:214:1:0,90,15:0:1200:0,-1,-1,-1
897,706,,3:314:1:0,90,15:0:1200:0,-1,-1,-1
898,706,,3:414:1:0,90,15:0:1200:0,-1,-1,-1
899,706,,3:514:1:0,90,15:0:1200:0,-1,-1,-1
900,706,,3:124:1:0,90,15:0:1200:0,-1,-1,-1
901,706,,3:224:1:0,90,15:0:1200:0,-1,-1,-1
902,706,,3:324:1:0,90,15:0:1200:0,-1,-1,-1
903,706,,3:424:1:0,90,15:0:1200:0,-1,-1,-1
904,706,,3:524:1:0,90,15:0:1200:0,-1,-1,-1
905,706,,3:134:1:0,90,15:0:1200:0,-1,-1,-1
906,706,,3:234:1:0,90,15:0:1200:0,-1,-1,-1
907,706,,3:334:1:0,90,15:0:1200:0,-1,-1,-1
908,706,,3:434:1:0,90,15:0:1200:0,-1,-1,-1
909,706,,3:534:1:0,90,15:0:1200:0,-1,-1,-1
910,706,,3:115:1:0,60,15:0:8000:0,-1,-1,-1
911,706,,3:215:1:0,60,15:0:8000:0,-1,-1,-1
912,706,,3:315:1:0,60,15:0:8000:0,-1,-1,-1
913,706,,3:415:1:0,60,15:0:8000:0,-1,-1,-1
914,706,,3:515:1:0,60,15:0:8000:0,-1,-1,-1
915,706,,3:125:1:0,60,15:0:8000:0,-1,-1,-1
916,706,,3:225:1:0,60,15:0:8000:0,-1,-1,-1
917,706,,3:325:1:0,60,15:0:8000:0,-1,-1,-1
918,706,,3:425:1:0,60,15:0:8000:0,-1,-1,-1
919,706,,3:525:1:0,60,15:0:8000:0,-1,-1,-1
920,706,,3:135:1:0,60,15:0:8000:0,-1,-1,-1
921,706,,3:235:1:0,60,15:0:8000:0,-1,-1,-1
922,706,,3:335:1:0,60,15:0:8000:0,-1,-1,-1
923,706,,3:435:1:0,60,15:0:8000:0,-1,-1,-1
924,706,,3:535:1:0,60,15:0:8000:0,-1,-1,-1
925,707,器魂商店装备包7,3:112:1:0,300,15:0:20:0,-1,-1,-1
926,707,,3:212:1:0,300,15:0:20:0,-1,-1,-1
927,707,,3:312:1:0,300,15:0:20:0,-1,-1,-1
928,707,,3:412:1:0,300,15:0:20:0,-1,-1,-1
929,707,,3:512:1:0,300,15:0:20:0,-1,-1,-1
930,707,,3:122:1:0,300,15:0:20:0,-1,-1,-1
931,707,,3:222:1:0,300,15:0:20:0,-1,-1,-1
932,707,,3:322:1:0,300,15:0:20:0,-1,-1,-1
933,707,,3:422:1:0,300,15:0:20:0,-1,-1,-1
934,707,,3:522:1:0,300,15:0:20:0,-1,-1,-1
935,707,,3:132:1:0,300,15:0:20:0,-1,-1,-1
936,707,,3:232:1:0,300,15:0:20:0,-1,-1,-1
937,707,,3:332:1:0,300,15:0:20:0,-1,-1,-1
938,707,,3:432:1:0,300,15:0:20:0,-1,-1,-1
939,707,,3:532:1:0,300,15:0:20:0,-1,-1,-1
940,707,,3:113:1:0,150,15:0:160:0,-1,-1,-1
941,707,,3:213:1:0,150,15:0:160:0,-1,-1,-1
942,707,,3:313:1:0,150,15:0:160:0,-1,-1,-1
943,707,,3:413:1:0,150,15:0:160:0,-1,-1,-1
944,707,,3:513:1:0,150,15:0:160:0,-1,-1,-1
945,707,,3:123:1:0,150,15:0:160:0,-1,-1,-1
946,707,,3:223:1:0,150,15:0:160:0,-1,-1,-1
947,707,,3:323:1:0,150,15:0:160:0,-1,-1,-1
948,707,,3:423:1:0,150,15:0:160:0,-1,-1,-1
949,707,,3:523:1:0,150,15:0:160:0,-1,-1,-1
950,707,,3:133:1:0,150,15:0:160:0,-1,-1,-1
951,707,,3:233:1:0,150,15:0:160:0,-1,-1,-1
952,707,,3:333:1:0,150,15:0:160:0,-1,-1,-1
953,707,,3:433:1:0,150,15:0:160:0,-1,-1,-1
954,707,,3:533:1:0,150,15:0:160:0,-1,-1,-1
955,707,,3:114:1:0,100,15:0:1200:0,-1,-1,-1
956,707,,3:214:1:0,100,15:0:1200:0,-1,-1,-1
957,707,,3:314:1:0,100,15:0:1200:0,-1,-1,-1
958,707,,3:414:1:0,100,15:0:1200:0,-1,-1,-1
959,707,,3:514:1:0,100,15:0:1200:0,-1,-1,-1
960,707,,3:124:1:0,100,15:0:1200:0,-1,-1,-1
961,707,,3:224:1:0,100,15:0:1200:0,-1,-1,-1
962,707,,3:324:1:0,100,15:0:1200:0,-1,-1,-1
963,707,,3:424:1:0,100,15:0:1200:0,-1,-1,-1
964,707,,3:524:1:0,100,15:0:1200:0,-1,-1,-1
965,707,,3:134:1:0,100,15:0:1200:0,-1,-1,-1
966,707,,3:234:1:0,100,15:0:1200:0,-1,-1,-1
967,707,,3:334:1:0,100,15:0:1200:0,-1,-1,-1
968,707,,3:434:1:0,100,15:0:1200:0,-1,-1,-1
969,707,,3:534:1:0,100,15:0:1200:0,-1,-1,-1
970,707,,3:115:1:0,60,15:0:8000:0,-1,-1,-1
971,707,,3:215:1:0,60,15:0:8000:0,-1,-1,-1
972,707,,3:315:1:0,60,15:0:8000:0,-1,-1,-1
973,707,,3:415:1:0,60,15:0:8000:0,-1,-1,-1
974,707,,3:515:1:0,60,15:0:8000:0,-1,-1,-1
975,707,,3:125:1:0,60,15:0:8000:0,-1,-1,-1
976,707,,3:225:1:0,60,15:0:8000:0,-1,-1,-1
977,707,,3:325:1:0,60,15:0:8000:0,-1,-1,-1
978,707,,3:425:1:0,60,15:0:8000:0,-1,-1,-1
979,707,,3:525:1:0,60,15:0:8000:0,-1,-1,-1
980,707,,3:135:1:0,60,15:0:8000:0,-1,-1,-1
981,707,,3:235:1:0,60,15:0:8000:0,-1,-1,-1
982,707,,3:335:1:0,60,15:0:8000:0,-1,-1,-1
983,707,,3:435:1:0,60,15:0:8000:0,-1,-1,-1
984,707,,3:535:1:0,60,15:0:8000:0,-1,-1,-1
985,708,器魂商店装备包8,3:112:1:0,400,15:0:20:0,-1,-1,-1
986,708,,3:212:1:0,400,15:0:20:0,-1,-1,-1
987,708,,3:312:1:0,400,15:0:20:0,-1,-1,-1
988,708,,3:412:1:0,400,15:0:20:0,-1,-1,-1
989,708,,3:512:1:0,400,15:0:20:0,-1,-1,-1
990,708,,3:122:1:0,400,15:0:20:0,-1,-1,-1
991,708,,3:222:1:0,400,15:0:20:0,-1,-1,-1
992,708,,3:322:1:0,400,15:0:20:0,-1,-1,-1
993,708,,3:422:1:0,400,15:0:20:0,-1,-1,-1
994,708,,3:522:1:0,400,15:0:20:0,-1,-1,-1
995,708,,3:132:1:0,400,15:0:20:0,-1,-1,-1
996,708,,3:232:1:0,400,15:0:20:0,-1,-1,-1
997,708,,3:332:1:0,400,15:0:20:0,-1,-1,-1
998,708,,3:432:1:0,400,15:0:20:0,-1,-1,-1
999,708,,3:532:1:0,400,15:0:20:0,-1,-1,-1
1000,708,,3:113:1:0,180,15:0:160:0,-1,-1,-1
1001,708,,3:213:1:0,180,15:0:160:0,-1,-1,-1
1002,708,,3:313:1:0,180,15:0:160:0,-1,-1,-1
1003,708,,3:413:1:0,180,15:0:160:0,-1,-1,-1
1004,708,,3:513:1:0,180,15:0:160:0,-1,-1,-1
1005,708,,3:123:1:0,180,15:0:160:0,-1,-1,-1
1006,708,,3:223:1:0,180,15:0:160:0,-1,-1,-1
1007,708,,3:323:1:0,180,15:0:160:0,-1,-1,-1
1008,708,,3:423:1:0,180,15:0:160:0,-1,-1,-1
1009,708,,3:523:1:0,180,15:0:160:0,-1,-1,-1
1010,708,,3:133:1:0,180,15:0:160:0,-1,-1,-1
1011,708,,3:233:1:0,180,15:0:160:0,-1,-1,-1
1012,708,,3:333:1:0,180,15:0:160:0,-1,-1,-1
1013,708,,3:433:1:0,180,15:0:160:0,-1,-1,-1
1014,708,,3:533:1:0,180,15:0:160:0,-1,-1,-1
1015,708,,3:114:1:0,120,15:0:1200:0,-1,-1,-1
1016,708,,3:214:1:0,120,15:0:1200:0,-1,-1,-1
1017,708,,3:314:1:0,120,15:0:1200:0,-1,-1,-1
1018,708,,3:414:1:0,120,15:0:1200:0,-1,-1,-1
1019,708,,3:514:1:0,120,15:0:1200:0,-1,-1,-1
1020,708,,3:124:1:0,120,15:0:1200:0,-1,-1,-1
1021,708,,3:224:1:0,120,15:0:1200:0,-1,-1,-1
1022,708,,3:324:1:0,120,15:0:1200:0,-1,-1,-1
1023,708,,3:424:1:0,120,15:0:1200:0,-1,-1,-1
1024,708,,3:524:1:0,120,15:0:1200:0,-1,-1,-1
1025,708,,3:134:1:0,120,15:0:1200:0,-1,-1,-1
1026,708,,3:234:1:0,120,15:0:1200:0,-1,-1,-1
1027,708,,3:334:1:0,120,15:0:1200:0,-1,-1,-1
1028,708,,3:434:1:0,120,15:0:1200:0,-1,-1,-1
1029,708,,3:534:1:0,120,15:0:1200:0,-1,-1,-1
1030,708,,3:115:1:0,60,15:0:8000:0,-1,-1,-1
1031,708,,3:215:1:0,60,15:0:8000:0,-1,-1,-1
1032,708,,3:315:1:0,60,15:0:8000:0,-1,-1,-1
1033,708,,3:415:1:0,60,15:0:8000:0,-1,-1,-1
1034,708,,3:515:1:0,60,15:0:8000:0,-1,-1,-1
1035,708,,3:125:1:0,60,15:0:8000:0,-1,-1,-1
1036,708,,3:225:1:0,60,15:0:8000:0,-1,-1,-1
1037,708,,3:325:1:0,60,15:0:8000:0,-1,-1,-1
1038,708,,3:425:1:0,60,15:0:8000:0,-1,-1,-1
1039,708,,3:525:1:0,60,15:0:8000:0,-1,-1,-1
1040,708,,3:135:1:0,60,15:0:8000:0,-1,-1,-1
1041,708,,3:235:1:0,60,15:0:8000:0,-1,-1,-1
1042,708,,3:335:1:0,60,15:0:8000:0,-1,-1,-1
1043,708,,3:435:1:0,60,15:0:8000:0,-1,-1,-1
1044,708,,3:535:1:0,60,15:0:8000:0,-1,-1,-1
1045,501,,4:9998:1:0,100,9:0:298:0,-1,-1,-1
1046,502,,4:9998:10:0,10,9:0:2880:0,-1,-1,-1
