#==================== 通用字符串 ====================#
ui.serverListView.newServerArea = 新服推荐：
ui.serverListView.fullServerArea = 火爆专区：
ui.serverListView.maintainServerArea = 维护中：
ui.serverListView.newServer = <color=#00FF00>(新区)</color>
ui.serverListView.recommend = <color=#FF0000>(推荐)</color>
ui.serverListView.fullServer = <color=#FF0000>(火爆)</color>
ui.serverListView.normal = <color=#FF0000>(推荐)</color>
ui.serverListView.maintain = (维护)
ui.serverListView.Sure = 确定
ui.serverListView.noSelectServer = 没有选择服务器
ui.serverListView.selectServerMaintain =  服务器正在维护中
ui.serverListView.noServer = 没有服务器
ui.serverListView.lastLogin = 上次登入：
#==================== 服务器列表界面 ====================#

#==================== 选择角色界面 ====================#
ui.select_role_view.select_your_role = 请选择您的形象
ui.select_role_view.attack = 伤害
ui.select_role_view.hp = 生存
ui.select_role_view.speed = 速度
ui.select_role_view.back = 返回
ui.select_role_view.next = 下一步
#==================== 选择角色界面 ====================#

#==================== 创建角色界面 ====================#
ui.create_role_view.hair_cut_setting = 发型设置
ui.create_role_view.hair_color_setting = 发色设置
ui.create_role_view.face_setting = 服装设置
ui.create_role_view.previous_step = 上一步
ui.create_role_view.create_role = 创建角色
ui.create_role_view.please_customize_you_role = 请设定你的角色外观
ui.create_role_view.player_name_too_long = 名字过长
ui.create_role_view.hasBlockWords = 名称含有敏感字
ui.create_role_view.verifyCode = 请输入兑换码...
ui.create_role_view.verifyCode.title = 请输入验证码
ui.create_role_view.gainverifyCode = 获取验证码
ui.create_role_view.bodyTips_1 = 
ui.create_role_view.bodyTips_2 = 
ui.create_role_view.bodyTips_3 = 
ui.create_role_view.bodyTips_4 = 
ui.create_role_view.hairCutTips_1 = 齐腰
ui.create_role_view.hairCutTips_2 = 披肩
ui.create_role_view.hairCutTips_3 = 短发
ui.create_role_view.hairCutTips_4 = 双马尾
ui.create_role_view.hairColorTips_1 = 
ui.create_role_view.hairColorTips_2 = 
ui.create_role_view.hairColorTips_3 = 
ui.create_role_view.hairColorTips_4 = 
#==================== 创建角色界面 ====================#

#==================== 主界面 ====================#
ui.main_view.account_level = Lv{0}
ui.main_view.pack = 背包
ui.main_view.randomGiftTitle = 随机大礼包
ui.main_view.rank = 排行榜
ui.main_view.heroTitle = 培养
ui.main_view.formationTitle =  阵型
ui.main_view.equipTitle = 装备
ui.main_view.shopTitle = 商店
ui.main_view.composeTitle = 合成
ui.main_view.blackmarketTitle = 黑市
ui.main_view.illustrationTitle = 图鉴
ui.main_view.exploreTitle = 探险
ui.main_view.consortiaTitle = 公会
ui.main_view.startFightTitle = 开始冒险
ui.main_view.dailyTask = 每日任务 
ui.main_view.dailyDungeon = 每日副本
ui.main_view.fightcenterTitle = 战斗中心
ui.main_view.activityTitle = 活动
ui.main_view.onlineGiftTitle = 在线礼包
ui.main_view.onlineGift = 点击领取
ui.main_view.turntable = 大转盘
ui.main_view.player_manual = 玩家手册
#==================== 主界面 ====================#

#==================== 主角界面 ====================#
ui.player_view.level_title = 等级
ui.player_view.change_profession_and_strengthen = 使魔
ui.player_view.exp_percent_text = {0}%
ui.player_view.profession_exp_percent = {0}%
ui.player_view.profession_name_and_level = {0} {1}/{2}
ui.player_view.hp_title = 生命力
ui.player_view.offence_title = 攻击力
ui.player_view.defence_title = 防御力
ui.player_view.action_point_title = 速度

ui.player_view.active_skill_title = 主动\n技能
ui.player_view.passive_skill_title = 被动\n技能
ui.player_view.ultimate_summon = 终极\n召唤
ui.player_view.summon_detial = 召唤详情
#==================== 主角界面 ====================#

#==================== 转职界面 ====================#
ui.change_profession_view.change_profession_title = 使魔
ui.change_profession_view.transfer_profession = 激活
ui.change_profession_view.change_profession = 切换
ui.change_profession_view.profession_strenthen = 使魔强化
ui.change_profession_view.health_point = 生命力
ui.change_profession_view.attack = 攻击力
ui.change_profession_view.defense = 防御力
ui.change_profession_view.speed = 速度
ui.change_profession_view.critial = 暴击
ui.change_profession_view.dodge = 闪避
ui.change_profession_view.block = 格挡
ui.change_profession_view.hit = 命中
ui.change_profession_view.active_skills = 主\n动
ui.change_profession_view.passive_skills = 被动
ui.change_profession_view.select_profession_title = 选择一个职业
ui.change_profession_view.is_selected = <color=#A0F105FF>已选择</color>
ui.change_profession_view.is_activated = <color=#FF562FFF>已激活</color>
ui.change_profession_view.is_not_activated = <color=#8C8C8CFF>未激活</color>
#==================== 转职界面 ====================#

#==================== 激活职业界面 ====================#
ui.activate_profession_view.activate_profession_title = 消耗需求
ui.activate_profession_view.cost_resources_title = 花费资源:
ui.activate_profession_view.cost_tips = 转职成功后相应的道具碎片会消耗掉
ui.activate_profession_view.item_not_enough = 道具不足
ui.activate_profession_view.transfer = 激活
ui.activate_profession_view.cancel = 取消
#==================== 激活职业界面 ====================#

#==================== 召唤兽界面 ====================#
ui.summon_beast_view.summon_beast_title = 召唤兽
ui.summon_beast_view.level_title = Lv{0}
ui.summon_beast_view.anger_point_title = 怒气值
ui.summon_beast_view.unlock_condition = 解锁\n条件
ui.summon_beast_view.unlock = 解锁 
#==================== 召唤兽界面 ====================#

#==================== 每日副本界面 ====================#
ui.daily_dungeon_view.daily_dungeon_title = 每日副本
ui.daily_dungeon_view.closed_tips = 今日未开启
ui.daily_dungeon_view.open_date = 每周{0}开启
ui.daily_dungeon_view.open_every_day = 
ui.daily_dungeon_view.back = 返回
ui.daily_dungeon_view.description = 说明
#==================== 每日副本界面 ====================#

#==================== 每日副本信息界面 ====================#
ui.daily_dungeon_info_view.daily_dungeon_info_title = 每日副本
ui.daily_dungeon_info_view.dungeon_difficulty_title = 挑战难度 {0}
ui.daily_dungeon_info_view.enemies_preview = 登场怪物
ui.daily_dungeon_info_view.click_enemy_icon_for_detail = 点击头像查看怪物信息
ui.daily_dungeon_info_view.daily_dungeon_loot = 副本掉落
ui.daily_dungeon_info_view.embattle = 布阵
ui.daily_dungeon_info_view.remain_challenge_times = 挑战次数：{0}/{1}
ui.daily_dungeon_info_view.start = 开始
ui.daily_dungeon_info_view.cost = x{0}

ui.daily_dungeon_info_view.out_of_challenge_times = 挑战次数不足

ui.daily_dungeon_info_view.buy_challenge_times_tips_title = 购买次数
ui.daily_dungeon_info_view.buy_challenge_times_tips_content = 可再次挑战该副本
ui.daily_dungeon_info_view.upgrade_vip_tips = 提升vip等级可提高重置次数，是否前往？
ui.daily_dungeon_info_view.out_of_challenge_times = 今日挑战次数已全部耗尽
ui.daily_dungeon_info_view.diamond_not_enough = 钻石不足

ui.daily_dungeon_info_view.account_level_not_enough = 账号等级{0}级解锁更高难度
#==================== 每日副本信息界面 ====================#

#==================== 每日副本说明界面 ====================#
ui.daily_dungeon_description_view.daily_dungeon_description_title = 活动说明
ui.daily_dungeon_description_view.daily_dungeon_description = 限时伤害副本，会在有限的时间内，根据玩家的伤害总量，给予玩家对应的奖励\n \n单体技能副本，要求玩家对单个怪物的输出要很高，否则很难通过\n \n范围技能副本，要求玩家有较多的AOE伤害技能\n \n浮空伤害副本，只有在浮空连击状态下，才会对怪物造成伤害
#==================== 每日副本说明界面 ====================#

#==================== 每日副本翻牌界面 ====================#
ui.daily_dungeon_win_view.recharge_title = 已充值
ui.daily_dungeon_win_view.draw_double_reward = 领取<color=#00ff00>2</color>倍奖励
ui.daily_dungeon_win_view.draw_triple_reward = 领取<color=#00ff00>3</color>倍奖励
ui.daily_dungeon_win_view.vip_privilege_title = {0} 特权

ui.daily_dungeon_win_view.vip_level_not_enough_tips = VIP等级不足
ui.daily_dungeon_win_view.diamond_not_enough_tips = 钻石不足
#==================== 每日副本翻牌界面 ====================#

#==================== 战斗中提示界面 ======================#
ui.fight_tips.view.vip_level_less = vip3开启三倍速!

#==================== 战斗中提示界面 ======================#

#==================== 战斗结算界面 ====================#
ui.fightResultView.text_profession_level_des = 职业
ui.fightResultView.text_pass_time_des = 过关时间
ui.fightResultView.text_max_hit_des = 最高连击数
ui.fightResultView.text_total_exp_des = 账户经验
ui.fightResultView.text_total_money_des = 金币
ui.fightResultView.text_honor_des = 荣誉值
ui.fightResultView.text_win_btn_again = 再来一次
ui.fightResultView.text_win_btn_leave = 返回
ui.fightResultView.text_win_btn_nextFight = 下次战斗
ui.fightResultView.text_lost_btn_tips = 你可以通过以下方式提升战力！
ui.fightResultView.text_lost_time_out = 战斗超时啦！！！
ui.fightResultView.text_lost_btn_hero = 培养
ui.fightResultView.text_lost_btn_player = 主角
ui.fightResultView.text_lost_btn_equip = 装备
ui.fightResultView.text_lost_btn_formation = 阵型
ui.fightResultView.text_lost_btn_shop = 商店
ui.fightResultView.text_lost_btn_again = 再来一次
ui.fightResultView.text_lost_btn_leave = 离开
ui.fightResultView.text_btn_fullscreen = 轻触屏幕离开
ui.fightResultView.menberbuf = (会员加成{0}%)

ui.fightResultView.hero_exp_add = 经验 +{0}
#====================pvp 积分赛 =======================#
ui.fightResultView.text_always_win_des = 连胜
ui.fightResultView.text_total_score_des = 积分

#====================矿战=============================#
ui.mine_view.mine_view_title = 矿战
ui.mine_view.mine_view_unlimite = 无限制人数
ui.mine_view.mine_view_mine_1 = <color=#ffffff>良品矿坑</color>
ui.mine_view.mine_view_mine_2 = <color=#3fe71e>良品矿坑</color>
ui.mine_view.mine_view_mine_3 = <color=#28b4fc>良品矿坑</color>
ui.mine_view.mine_view_mine_4 = <color=#c946ff>良品矿坑</color>
ui.mine_view.mine_view_mine_5 = <color=#ff6b23>良品矿坑</color>
ui.mine_view.state_1 = 占领中
ui.mine_view.state_2 = 占领结束
ui.mine_view.state_3 = 未占领
ui.mine_view.log_3 =  <color=#d9baa0><color=#b2b2b2>%s</color> <color=#00b2fe>%s</color>掠夺了你%s 金币</color>
ui.mine_view.log_2 = %s  玩家%s 抢占了你的物资点
ui.mine_view.log_1 = %s  物资点时间到达占领完毕
ui.mine_view.give_up = 放弃后将不会获得任何收益是否放弃？
ui.mine_view.left_capture = 今日剩余占领次数：
ui.mine_view.left_rob = 今日剩余掠夺次数：
ui.mine_view.state = 当前状态：
ui.mine_view.gold = 获得金币：
ui.mine_view.will_get = 预计收益：
ui.mine_view.log_btn = 占矿日志
ui.mine_view.reward = 预产金币：
ui.mine_view.people = 人数限制：
ui.mine_view.capture = 占领
ui.mine_view.rob = 掠夺
ui.mine_view.change = 换一批
ui.mine_view.role_info = 占领玩家信息
ui.mine_view.protect_time = 保护时间：
ui.mine_view.get_gold = 累计金币：
ui.mine_view.formation = 阵型：
ui.mine_view.other_txt = 上阵英雄
ui.mine_view.capture_time = 占领时间：
ui.mine_view.give_up = 放弃占领
ui.mine_view.get_reward = 领取奖励
ui.mine_view.capture_use_up = 今日占领次数已耗尽
ui.mine_view.rob_use_up = 今日占领次数已耗尽

#====================装备合成=============================#
ui.equip_compose_view.equip_compose_view_title = 装备合成
ui.equip_compose_view.equip_compose_view_equip_title = 五个相同品质的装备有概率获得更高品质装备
ui.equip_compose_view.equip_compose_view_success = 合成成功率%s%%
ui.equip_compose_view.equip_compose_view_gold =  %s
ui.equip_compose_view.equip_compose_view_money =  %s
ui.equip_compose_view.equip_compose_view_compose = 合成
ui.equip_compose_view.equip_compose_view_high_compose = 高级合成
ui.equip_compose_view.equip_compose_view_chose_normal = 选择合成品质
ui.equip_compose_view.equip_compose_view_chose = 请选择
ui.equip_compose_view.equip_compose_view_push = 一键\n放入
ui.equip_compose_view.equip_compose_view_color_1 = <color=#28b4fc>蓝色品质</color>
ui.equip_compose_view.equip_compose_view_color_2 = <color=#c946ff>紫色品质</color>
ui.equip_compose_view.equip_compose_view_color_3 = <color=#ff6b23>橙色品质</color>
ui.equip_compose_view.equip_compose_error_1 = 只能添加5个相同品质装备
ui.equip_compose_view.equip_compose_error_2 = 只能添加相同品质装备
ui.equip_compose_view.equip_compose_error_3 = 装备数量不够5个不能合成
ui.equip_compose_view.equip_compose_error_4 = 该品质装备不能合成
ui.equip_compose_view.equip_compose_error_5 = 合成装备数量不足
ui.equip_compose_view.equip_compose_success = 合成成功
ui.equip_compose_view.equip_compose_fail = 合成失败
ui.equip_compose_view.equip_name = 装备名称：
ui.equip_compose_view.equip_fight = 战斗力：
ui.equip_compose_view.equip_att = 基础属性：

#==================== 战斗结算界面 ====================#

#==================== 副本详情界面 ====================#
ui.dungeon_detail_view.dungeon_title = 【{0}】{1}
ui.dungeon_detail_view.text_dungeon_des_title = 副本

ui.dungeon_detail_view.text_monster_title = 登场怪物
ui.dungeon_detail_view.text_reward_title = 可能获得
ui.dungeon_detail_view.text_reward_exp_des = 账号经验
ui.dungeon_detail_view.text_reward_exp2_des = 英雄经验

ui.dungeon_detail_view.recommand_combat_capacity_title = 推荐战斗力
ui.dungeon_detail_view.three_stars_pass_condition_title = 三星通关条件
ui.dungeon_detail_view.three_stars_pass_condition = 1. 无英雄战死 \n2. 4分钟内通关

ui.dungeon_detail_view.text_sweep_gain_des = 当前Vip 每日可免费获得扫荡券

ui.dungeon_detail_view.text_next_sweep_gain_des = 下级Vip 每日可免费获得扫荡券
ui.dungeon_detail_view.text_sweep_rule_title = 扫荡规则
ui.dungeon_detail_view.text_sweep_rule_info = 三星通关此关卡后可进行扫荡，每次扫荡需要消耗1张扫荡券。
ui.dungeon_detail_view.text_one_sweep = 扫荡一次
ui.dungeon_detail_view.text_ten_sweep = 扫荡十次
ui.dungeon_detail_view.formation = 布阵
ui.dungeon_detail_view.challengeTimesNotEnoughTip = 挑战次数不足
ui.dungeon_detail_view.actionNotEnoughTip = 体力不足
ui.dungeon_detail_view.text_sweep_remaind_des = 扫荡券
ui.dungeon_detail_view.text_sweep_not_enough = 扫荡券不足
ui.dungeon_detail_view.text_sweep_not_enough_tip = 扫荡券不足，是否购买{0}个？
ui.dungeon_detail_view.text_sweep_not_enough_star = 非3星不可扫荡
ui.dungeon_detail_view.dungeon_not_support_sweep_tips = 该副本不支持扫荡
ui.dungeon_detail_view.sweep_ten_times_locked_tips = 扫荡十次需{0}，前往商店提升VIP等级？
ui.dungeon_difficult_1 = 难度-简单
ui.dungeon_difficult_2 = 难度-普通
ui.dungeon_difficult_3 = 难度-困难
ui.dungeon_difficult_20 = 难度-简单
ui.dungeon_difficult_21 = 难度-普通
ui.dungeon_difficult_22 = 难度-困难
ui.dungeon_sweep_view.sweep_1 = 扫荡一次
ui.dungeon_sweep_view.sweep_2 = 扫荡二次
ui.dungeon_sweep_view.sweep_3 = 扫荡三次
ui.dungeon_sweep_view.sweep_4 = 扫荡四次
ui.dungeon_sweep_view.sweep_5 = 扫荡五次
ui.dungeon_sweep_view.sweep_6 = 扫荡六次
ui.dungeon_sweep_view.sweep_7 = 扫荡七次
ui.dungeon_sweep_view.sweep_8 = 扫荡八次
ui.dungeon_sweep_view.sweep_9 = 扫荡九次
ui.dungeon_sweep_view.sweep_10 = 扫荡十次
ui.dungeon_detail_view.text_remain_challenge_times = 剩余挑战次数: {0}/{1}

ui.dungeon_detail_view.dungeon_unlock_condition_title = 关卡解锁条件
ui.dungeon_detail_view.dungeon_unlock_condition_template = {0}.{1}
ui.dungeon_detail_view.dungeon_unlock_condition.account_level = 账号等级 {0} 级
ui.dungeon_detail_view.dungeon_unlock_condition.pre_dungeon = 通关 {0}
ui.dungeon_detail_view.dungeon_unlock_condition.star_count = 累计获得 {0} 颗星星

ui.dungeon_detail_view.easy_type = 简单
ui.dungeon_detail_view.normal_type = 普通
ui.dungeon_detail_view.hard_type = 困难
ui.dungeon_detail_view.cost_item_not_enough_tips = 道具数量不足

ui.dungeon_detail_view.reset_dungeon_challenge_times_tips_title = 副本次数重置
ui.dungeon_detail_view.reset_dungeon_challenge_times_tips_content = 你确定要重置副本次数吗？\n该副本今日可用重置次数   {0}/{1}
ui.dungeon_detail_view.dungeon_challenge_times_not_enough_and_go_to_recharge_tips = 副本重置不足,升级到{0}可提升重置次数，前往商店提升VIP等级？
ui.dungeon_detail_view.dungeon_challenge_times_not_enough_tips = 副本重置次数不足!
ui.dungeon_detail_view.diamond_not_enough_tips_title = 钻石不足,前往商店购买?
#==================== 副本详情界面 ====================#

#==================== 推荐伙伴界面 ====================#
ui.recommended_buddies_view.recommended_buddies_view_title = 推荐伙伴
ui.recommended_buddies_view.recommended = 输出推荐:
#==================== 推荐伙伴界面 ====================#

#==================== 图鉴界面 ====================#
ui.illustration_view.illustation = 图鉴
ui.illustration_view.roleFormation = 角色信息
ui.illustration_view.path_title = 获得途径：
ui.illustration_view.show0 = 全部
ui.illustration_view.show1 = 防御
ui.illustration_view.show2 = 攻击
ui.illustration_view.show3 = 魔法
ui.illustration_view.show4 = 辅助
ui.illustration_view.show5 = 全能
ui.illustration_view.select1 = 英雄图鉴
ui.illustration_view.select2 = 装备图鉴
ui.illustration_view.select3 = 道具图鉴
ui.illustration_view.selectHead1 = sprite/main_ui/btn_train_1
ui.illustration_view.selectHead2 = sprite/main_ui/btn_equipments_1
ui.illustration_view.selectHead3 = sprite/main_ui/btn_bag

#高级形态
ui.illustration_view.highstatus.starTitle = (%d星—%d星)
ui.illustration_view.highstatus.defaultStarTitle = (1星—2星)
#==================== 图鉴界面 ====================#

#==================== 英雄管理界面 ====================#
ui.manage_heroes_view.manage_heroes_title = 英雄管理
ui.manage_heroes_view.recommend_team = 推荐阵型
ui.manage_heroes_view.remove_from_team = 下阵
ui.manage_heroes_view.role_detail = 详细信息
ui.manage_heroes_view.bag_title = 背包

ui.manage_heroes_view.team_locked_tips = 队伍{0}未解锁!
#==================== 英雄管理界面 ====================#

#==================== PVE阵型界面 ====================#
ui.pve_embattle_view.title = 队伍管理
ui.pve_embattle_view.remove_role = 下阵
ui.pve_embattle_view.cant_remove_player_tips = 主角不可下阵
ui.pve_embattle_view.hero = 培养
ui.pve_embattle_view.player = 主角
ui.pve_embattle_view.equip = 装备
ui.pve_embattle_view.checkInfoTip = 查看\n信息
ui.pve_embattle_view.fightText = 开始战斗
ui.pve_embattle_view.illustration = 图鉴
ui.pve_embattle_view.notChoiceHero = 请选择英雄
#==================== PVE阵型界面 ====================#

#==================== 阵型培养界面 ====================#
ui.train_formation_view.title = 阵型管理
ui.train_formation_view.formations_title = 可选阵型
ui.train_formation_view.train_point_title = 培养点数
ui.train_formation_view.formation_level = <color=#ffff00>Lv</color>%d
ui.train_formation_view.formation_level_text = 阵型等级: <color=#0096ff>%d</color>

ui.train_formation_view.formation_state_use = 阵型状态: <color=#00ff00>使用中</color>
ui.train_formation_view.formation_state_noUse = 阵型状态: <color=#ffffff>未使用</color>
ui.train_formation_view.formation_state_lock = 阵型状态: <color=#ff0000>未解锁</color>
ui.train_formation_view.formation_effect_title = 阵型效果
ui.train_formation_view.formation_unlock_title = 解锁条件
ui.train_formation_view.formation_train_title = 培养条件
ui.train_formation_view.train = 培养
ui.train_formation_view.use = 使用阵型
ui.train_formation_view.effect1 = 物理攻击+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect2 = 魔法攻击+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect3 = 物理防御+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect4 = 魔法防御+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect5 = 命中概率+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect6 = 闪避概率+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect7 = 暴击概率+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect8 = 防爆概率+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect9 = 格挡概率+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect10 = 破击概率+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect11 = 暴击伤害+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect12 = 暴击伤害减免+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect13 = 伤害加成+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect14 = 伤害减免+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect15 = 弱点攻击+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect16 = 血量增加比例+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect17 = 每隔%ss回血+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.effect18 = 受治疗效果+<color=#00B0FF>%0.2f%%</color> %s\n
ui.train_formation_view.duringTime = 持续%ss
ui.train_formation_view.addition_formation_active_text = 激活
ui.train_formation_view.addition_formation_active_tips = 是否激活该条属性？
ui.train_formation_view.addition_formation_active_resless_tips = 钻石不足！请前往充值。
ui.train_formation_view.addition_formation_active_success_tips = 激活成功！
ui.train_formation_view.nextLevelEffect = (下一等级+<color=#00B0FF>%0.2f%%</color>)
ui.train_buy_point_view.diamondCost = 是否花费%s
ui.train_buy_point_view.buyNum = 购买%d个
ui.train_buy_point_view.remaindTime = (剩余购买次数:%d)
ui.train_buy_point_view.cancel = 取消
ui.train_buy_point_view.sure = 购买
ui.train_buy_point_view.buy_times_not_enough_and_go_to_buy_diamond = 购买次数不足，升级至%s可以增加购买次数，前往商店提升VIP等级？
ui.train_buy_point_view.buyNotEnough = 购买次数不足
ui.train_buy_point_view.diamondNotEnough = 宝石不足
ui.train_buy_point_view.trainPointNotEnough = 培养点不足
ui.train_buy_point_view.limitAccountLevel = 等级不能超过账号等级
ui.train_buy_point_view.limitLevel = 阵型等级已满
ui.train_buy_point_view.notEnoughGoods = {0}不足
#==================== 阵型培养界面 ====================#



#==================== 阵型 ====================#
formation_name_1001 = 物攻阵
formation_name_1002 = 魔攻阵
formation_name_1003 = 暴击阵
formation_name_1004 = 格挡阵
formation_name_1005 = 闪避阵
formation_name_1006 = 物防阵
formation_name_1007 = 魔防阵
formation_name_1008 = 坚盾阵
formation_name_1009 = 鹰眼阵
formation_name_1010 = 速生阵
formation_name_1011 = 天使阵



formation_des_1001 = 增加我方物攻{0}%
formation_des_1002 = 增加我方魔攻{0}%
formation_des_1003 = 增加我方暴击{0}%
formation_des_1004 = 增加我方格挡{0}%
formation_des_1005 = 增加我方闪避{0}%
formation_des_1006 = 增加我方物防{0}%
formation_des_1007 = 增加我方魔防{0}%
formation_des_1008 = 在开场15秒内受到的伤害减少{0}%
formation_des_1009 = 我方单体攻击的目标一定概率选择对方较弱的人
formation_des_1010 = 场上我方人员每5秒回复{0}%血量
formation_des_1011 = 我方所有单位受到治疗时效果增加{0}%















#==================== 阵型 ====================#


#==================== 好友界面 ====================#
ui.friendView.title = 好友
ui.friendView.friendLv = LV{0}
ui.friendView.friendPower = 战力：{0}
ui.friendView.friendLastLogin = 最后上线 {0}
ui.friendView.friendOnline = 在线
ui.friendView.loginMinute = {0}分钟前
ui.friendView.loginHour = {0}小时前
ui.friendView.loginDay = {0}天前
ui.friendView.friendCount = 好友数量  {0}/{1}
ui.friendView.friendAddSuccess = 添加成功
ui.friendView.friendAddSend = 已发送请求
ui.friendView.donate = 赠送
ui.friendView.donateAlready = 已赠送
ui.friendView.getReward = 领取
ui.friendView.getRewardAlready = 已领取
ui.friendView.add = 添加
ui.friendView.accept = 接受
ui.friendView.delete = 删除
ui.friendView.refuse = 拒绝
ui.friendView.friend0 = 好友列表
ui.friendView.friend1 = 推荐好友
ui.friendView.friend2 = 好友请求
ui.friendView.one_key_to_get = 一键领取
ui.friendView.one_key_to_donate = 一键赠送
ui.friendView.one_key_donate_already_tip = 已全部赠送
ui.friendView.appointAdd = 指定添加
ui.friendView.exchange = 换一批
ui.friendView.one_key_to_accept = 一键接受
ui.friendView.one_key_to_refuse = 一键拒绝
ui.friendView.not_enough_times = 次数不足
ui.friendView.reachPveActionLimit = 领取已达上线
ui.friendView.reachMyFriendLimit = 好友数量已达上线
ui.friendView.noFriendRequest = 无好友请求
ui.friendView.noGet = 无可领取
ui.friendAddView.inputName = 请输入对方名字
ui.friendAddView.inputDefaultName = 点击输入玩家名字
ui.friendAddView.alreadyFriend = 已是好友
ui.friendAddView.addFriend = 添加好友
ui.friendAddView.cancel = 取消
ui.friendAddView.not_null = 名字不能为空
ui.friendDetailView.playerDetailInfo = 玩家信息
ui.friendDetailView.formationHero = 上阵英雄

#==================== 好友界面 ====================#

#==================== 主角信息界面 ====================#
ui.player_info_view.change_profession.account_level = Lv{0}
ui.player_info_view.change_profession.player_level = Lv{0}
ui.player_info_view.change_profession = 使魔选择
ui.player_info_view.pet_strengthen = 使魔强化
ui.player_info_view.pet_cultivate = 使魔培养
ui.player_info_view.player_advance = 使魔升星
ui.player_info_view.player_breakthrough = 使魔突破
ui.player_info_view.player_equipments = 装备穿戴
#==================== 主角信息界面 ====================#

#==================== 主角信息界面 ====================#
ui.player_cultivate_view.title = 使魔培养
ui.player_cultivate_view.activate = 激活
ui.player_cultivate_view.upgrade = 升级
ui.player_cultivate_view.expNotMax = 经验未满，无法激活
ui.player_cultivate_view.maxLevel = 等级已达上限
ui.player_cultivate_view.materialNotEnough = {0}材料不足
ui.player_cultivate_view.needActivePre = 需先激活<color=#00ff00>{0}</color>技能
ui.player_cultivate_view.usingSkill = 使用中的技能
ui.player_cultivate_view.playerPassive = 使魔被动
ui.player_cultivate_view.playerSummon = 召唤兽技能
ui.player_cultivate_view.normalPassive = 通用被动
ui.player_cultivate_view.unactivate = 未激活
ui.player_cultivate_view.activeNeedExp = 激活所需经验：
ui.player_cultivate_view.selected = 使用中
ui.player_cultivate_view.choice = 可选({0}/1)
#==================== 主角信息界面 ====================#

#==================== 角色信息界面 ====================#
ui.role_info_view.bag_capacity = %d/%d
ui.role_info_view.notEnoughMedicine = %s不足
ui.role_info_view.cur_level = Lv%d/%d
ui.role_info_view.reachMaxLvTip = 等级已满
ui.role_info_view.reachAccountLevelTip = 不能超过账号等级
ui.role_info_view.level_title = 等级
ui.role_info_view.hp_title = 生命力
ui.role_info_view.offence_title = 攻击力
ui.role_info_view.defence_title = 防御力
ui.role_info_view.speed_title = 速度
ui.role_info_view.critical_title = 暴击
ui.role_info_view.dodge_title = 闪避
ui.role_info_view.block_title = 格挡
ui.role_info_view.hit_title = 命中

ui.role_info_view.pet_title = 使\n魔
ui.role_info_view.activeSkill = 主动\n技能
ui.role_info_view.passiveSkill = 被动\n技能
ui.role_info_view.equipment = 英雄装备
ui.role_info_view.role_equipments = 装备穿戴
ui.role_info_view.pet_strengthen = 使魔强化
ui.role_info_view.change_profession = 使魔选择
ui.role_info_view.hero_breakthrough = 英雄突破
ui.role_info_view.player_strengthen = 使魔强化
ui.role_info_view.player_advance = 使魔升星
ui.role_info_view.player_breakthrough = 使魔突破
ui.role_info_view.hero_advance = 英雄升星
ui.role_info_view.hero_strengthen = 英雄强化
ui.role_info_view.hero_relationship = 英雄羁绊
ui.role_info_view.select_profession = 使魔选择

ui.role_info_view.multi_sort_toggle.sort_by_level = 等级
ui.role_info_view.multi_sort_toggle.sort_by_strengthen_level = 强化等级
ui.role_info_view.multi_sort_toggle.sort_by_advance_level = 星级
ui.role_info_view.multi_sort_toggle.sort_by_role_type = 角色类型

ui.role_info_view.decompose = 分解
ui.role_info_view.in_formaiton_hero_cant_be_decomposed_tips = 阵型中英雄不可分解
ui.role_info_view.in_relationship_hero_cant_be_decomposed_tips = 英雄羁绊中，不可分解
ui.role_info_view.in_explore_hero_cant_be_decomposed_tips = 英雄在探险中，不可分解


ui.role_info_view.lock_hero_tips = 锁定后英雄无法被其他英雄强化吞噬?
#==================== 角色信息界面 ====================#

#==================== 英雄分解界面 ====================#
ui.hero_decompose_view.hero_decompose_title = 英雄分解
ui.hero_decompose_view.hero_piece_count = x %d
